Fecha Último Apert.  Dif. Máx. Mín. Volumen
16/1/13 357.6 361.2 -1.3  362.09 356.85 1116914
15/1/13 362.47 359.67 0.2  367.5 356.07 2287258
14/1/13 361.63 368.53 -2.3  370.94 361.19 2138370
11/1/13 370 371 -0.2  371.16 368.19 703702
10/1/13 370.74 371.44 0.5  372.39 366.75 961394
9/1/13 368.86 366.14 0.6  369.18 364.33 1032324
8/1/13 366.65 367.78 -0.2  368.15 362.23 906572
7/1/13 367.38 367.73 -0.4  369.69 365.31 808448
4/1/13 368.99 364.83 2.0  370.7 363.86 1256434
3/1/13 361.86 361.81 0.1  365.9 360.37 1200480
2/1/13 361.63 360.02 2.0  363.34 358.37 1339916
31/12/12 354.69 350 1.3  355.29 348 995850
28/12/12 350.01 350.85 -0.9  353.4 350.01 664268
27/12/12 353.15 353.57 -0.4  354.32 349.31 854564
26/12/12 354.44 354.04 -0.1  356.36 351.21 610976
24/12/12 354.75 357.26 -0.9  357.59 353.76 445714
21/12/12 357.82 358.37 -0.9  359.4 355.33 3224310
20/12/12 361.18 361.63 0.4  362.18 358.56 930378
19/12/12 359.89 360.36 -0.2  361.5 358.34 1240618
18/12/12 360.54 358.3 0.0  364.55 357.63 1690652
17/12/12 360.5 352.66 2.7  360.78 352.02 1787390
14/12/12 350.93 349.96 -0.1  353.85 349.29 1314210
13/12/12 351.35 357.96 0.7  358 349.79 2025620
12/12/12 348.74 349.62 0.1  351.76 346.75 1358266
11/12/12 348.44 345 1.7  350.82 343.95 1383306
10/12/12 342.71 342.62 0.1  345.82 341.96 968206
7/12/12 342.34 347.15 -0.9  348.44 341.24 1018828
6/12/12 345.57 343.8 0.5  347.67 342.42 786854
5/12/12 343.91 345.53 -0.4  347.25 341.29 978896
4/12/12 345.41 347.5 -0.6  347.75 342.87 816548
3/12/12 347.63 351.09 -0.4  352.88 347.07 1218324
30/11/12 349.19 345.05 0.9  349.61 342.9 1702572
29/11/12 345.95 343.89 1.2  346.94 341.06 1377368
28/11/12 341.84 334.22 1.9  342.46 332.05 1696182
27/11/12 335.36 330.09 1.4  337.5 329.01 1395886
26/11/12 330.58 333.22 -1.0  333.47 329.62 1781794
23/11/12 333.99 334.99 0.3  335 333.13 586368
21/11/12 332.94 334.5 -0.6  334.5 330.24 1122860
20/11/12 334.99 335 0.3  339 332.36 1024020
19/11/12 334.11 327.92 3.2  334.45 327.8 1443868
16/11/12 323.59 323 -0.0  326.5 318.03 2089266
15/11/12 323.62 325.13 -0.8  328.13 322.01 978762
14/11/12 326.07 330.33 -1.0  331.07 325.29 970248
13/11/12 329.42 331.5 -1.1  333.8 329.14 943308
12/11/12 333.05 331.89 0.5  334.9 330.84 693482
9/11/12 331.52 327.33 1.6  334.17 325.18 1656726
8/11/12 326.15 335.1 -2.1  335.57 325.76 1325048
7/11/12 333.25 337.5 -2.2  339.07 333.25 1172018
6/11/12 340.86 342.74 -0.2  343.18 338.85 769266
5/11/12 341.48 342.25 -0.7  343.42 337.8 946822
2/11/12 343.93 347.3 -0.1  347.74 343.75 1268382
1/11/12 344.11 339.74 1.2  345.36 339.36 1201980
31/10/12 339.89 339.93 0.7  340.5 337.55 977624
26/10/12 337.58 338.25 -0.4  341.49 335.73 933892
25/10/12 338.88 340 0.1  340.98 336.91 903234
24/10/12 338.51 343.4 -0.5  343.47 337.78 1234068
23/10/12 340.18 336.01 0.2  343.61 336.01 1497036
22/10/12 339.34 340.51 -0.5  342.25 334.85 1938726
19/10/12 340.9 352.96 -2.0  353.35 336 6585166
18/10/12 347.71 377.77 -8.0  379.67 338.67 6681110
17/10/12 377.75 371.98 1.4  378.13 370.13 1211364
16/10/12 372.35 369.57 0.5  373.48 368.28 1073082
15/10/12 370.49 370.66 -0.5  371.9 365.37 1839476
12/10/12 372.38 375.93 -0.9  377.42 372.05 1237748
11/10/12 375.74 376.44 0.9  379.22 375.17 1170486
10/10/12 372.28 370.93 0.1  373.76 369.17 948476
9/10/12 372.05 379.84 -1.8  380.59 371.27 1352296
8/10/12 378.92 380.5 -1.3  381.79 377.08 1004210
5/10/12 383.83 385.47 -0.1  387.16 382.57 1215508
4/10/12 384.03 381.38 0.7  384.91 379.7 1270098
3/10/12 381.25 378.09 0.7  381.96 376.18 1153374
2/10/12 378.5 382.42 -0.7  382.9 375.17 1262696
1/10/12 380.99 379.53 1.0  382.5 378.14 1744642
28/9/12 377.25 377.08 -0.3  379.61 375.59 1460678
27/9/12 378.25 380.15 0.4  381.33 375.89 1941160
26/9/12 376.73 374.93 0.6  380.61 370.5 2525616
25/9/12 374.58 376.53 -0.0  382.42 373.84 3006798
24/9/12 374.69 365.5 2.1  375.02 365.13 2054590
21/9/12 366.51 366.11 0.7  367.46 365.06 2569376
20/9/12 362.57 362.24 -0.3  362.83 360.65 448102
19/9/12 363.75 358.75 1.3  364.27 358.21 2082714
18/9/12 359.17 353.89 1.2  359.33 353.39 1193956
17/9/12 354.99 354.06 0.0  356.44 352.53 789156
14/9/12 354.84 354.8 0.5  356.5 353.52 1340844
13/9/12 353.02 346.55 2.2  354.46 345.39 1547752
12/9/12 345.44 344.71 -0.2  347.42 340.5 1293056
11/9/12 346.1 348.57 -1.2  350.3 345.53 1044498
10/9/12 350.39 354.88 -0.8  356.35 349.22 1348056
7/9/12 353.08 350 1.0  356.12 348.87 1740630
6/9/12 349.7 342.85 2.7  349.95 342.37 1730804
5/9/12 340.36 340.05 -0.0  343.25 339.57 880562
4/9/12 340.52 342.45 -0.6  342.5 336.82 1060062
31/8/12 342.55 342 0.5  344.26 340.15 1062548
30/8/12 340.84 342.12 -0.9  343.62 340.15 845528
29/8/12 344.01 338.69 1.6  344.48 338.28 1193902
28/8/12 338.63 332.5 1.2  338.8 332.39 1135662
27/8/12 334.61 331.5 -1.4  336 329.83 1351338
24/8/12 339.32 337.8 0.3  340.2 337.05 616716
23/8/12 338.4 337.14 -0.1  340.22 335.51 913644
22/8/12 338.59 333.69 1.1  340.27 333.63 1157154
21/8/12 334.76 336.49 -0.9  339 331.09 1125986
20/8/12 337.77 337.75 -0.2  339.4 336.36 740218
17/8/12 338.57 337.5 0.6  338.63 335.89 1215334
16/8/12 336.44 333.76 0.8  337.32 333.56 847142
15/8/12 333.77 335.14 -0.2  337.12 332.07 1205448
14/8/12 334.4 329.63 1.3  336.4 329.5 1909312
13/8/12 330.01 323.49 2.8  330.08 323.48 1780316
10/8/12 321 319.3 -0.1  321.12 318.07 813118
9/8/12 321.18 322.26 0.0  323.19 320.79 523694
8/8/12 321.12 319.36 0.3  322.94 319.36 656276
7/8/12 320.27 320.9 -0.4  322.11 318.24 1000310
6/8/12 321.41 319.93 0.2  324.67 319.61 1080172
3/8/12 320.67 320 2.0  321.79 318.14 1119276
2/8/12 314.38 312.76 -0.6  319 311.74 1014568
1/8/12 316.34 318.65 -0.0  319.75 315.81 1027732
31/7/12 316.49 314.13 0.1  318.1 314.13 1042006
30/7/12 316.15 318.15 -0.4  321.3 314.85 1237648
27/7/12 317.49 309.45 3.5  317.5 308.86 1888250
24/7/12 303.84 307.5 -1.3  308.9 302.2 1121218
23/7/12 307.76 300.05 0.9  309.17 299.14 1749980
20/7/12 305.13 304.38 2.9  306.46 299.1 3722024
19/7/12 296.54 293.07 2.1  299.24 293.02 2469628
18/7/12 290.38 288.49 0.7  291.83 288.07 852588
16/7/12 287.46 288.19 -0.3  289.54 286.09 832946
13/7/12 288.26 286.08 1.1  289.55 284.44 1239418
12/7/12 285.24 283.58 -0.1  285.94 281.1 1121268
11/7/12 285.6 288.15 -1.8  288.29 282.5 1700370
10/7/12 290.85 294.99 -0.7  296.11 289.37 990346
9/7/12 293.01 292.48 0.0  294.22 290.65 963896
6/7/12 292.99 296.23 -1.7  296.73 291.42 1236284
5/7/12 297.96 294.38 1.4  300 294.27 1504682
3/7/12 293.92 290.01 1.3  294.21 289.01 649242
2/7/12 290.28 290.91 0.1  291.45 288.25 927824
29/6/12 290.04 287.3 2.8  290.06 286.17 1763764
28/6/12 282.16 282.95 -0.9  283 278.61 999488
27/6/12 284.65 283.85 0.7  286.94 283.05 937244
26/6/12 282.55 281.38 0.8  283.3 279.77 844690
25/6/12 280.35 283.67 -1.9  284.03 278.7 1148430
22/6/12 285.74 284 1.1  285.74 282.99 1615462
21/6/12 282.61 289.92 -2.1  289.92 281.88 1170330
20/6/12 288.76 289.91 -0.7  290 286.78 1031820
19/6/12 290.77 287.43 1.9  292.11 286.63 1089810
18/6/12 285.43 281.31 1.1  287.11 279.81 1327524
15/6/12 282.26 280.17 1.0  282.26 278.57 2498352
14/6/12 279.53 280 -0.4  282.5 278.28 1354542
13/6/12 280.55 280.86 -0.7  283.48 279.4 976776
12/6/12 282.55 284.89 -0.6  285.11 279.29 1565008
11/6/12 284.25 292.11 -2.1  292.62 283.37 1419204
8/6/12 290.23 287.93 0.4  290.44 287.33 720320
7/6/12 289.12 293.8 -0.5  293.95 288.63 877164
6/6/12 290.51 288.24 1.9  290.97 286.85 1110300
5/6/12 285.21 287.73 -1.4  289.07 283.25 1282588
4/6/12 289.3 285.11 1.3  290.12 285.11 1069778
1/6/12 285.49 285.66 -1.7  286.33 284.22 2000038
31/5/12 290.43 294.63 -1.3  294.93 289.65 1758540
30/5/12 294.12 294.08 -1.0  295.85 291.79 996722
29/5/12 297.17 297.91 0.5  299.55 294.18 1157086
25/5/12 295.77 300.5 -2.0  300.87 294.2 1781376
24/5/12 301.83 304.58 -1.0  305.87 299.47 789850
23/5/12 304.73 300.83 1.4  304.73 298.71 1518912
22/5/12 300.4 306.59 -2.2  306.9 298.01 1381714
21/5/12 307.06 300.26 2.3  307.79 300 1506938
18/5/12 300.2 312.55 -3.6  316.16 298.43 2824144
17/5/12 311.53 316.92 -0.9  318.89 310.63 1453078
16/5/12 314.47 308.95 2.9  315.04 308.07 1945474
15/5/12 305.56 302.68 1.2  307.5 301.94 1008650
14/5/12 302 300.39 -0.2  304.22 300.37 1083200
11/5/12 302.62 305.18 -1.4  307.22 302.42 1064762
10/5/12 306.83 306.48 0.7  308.08 305.14 674996
9/5/12 304.58 303.41 -0.6  308.16 300.97 1202676
8/5/12 306.4 302.77 0.9  308.45 300.44 1227420
7/5/12 303.78 297.5 1.8  305.25 297.5 1042750
4/5/12 298.49 302.96 -2.3  303.76 298.41 1033188
3/5/12 305.51 304.81 0.6  307.42 304.49 885610
2/5/12 303.63 300.6 0.5  304.06 300.32 746408
1/5/12 302.22 301.9 -0.1  305.75 300.16 1156702
30/4/12 302.62 306.5 -1.6  307.92 300.31 1514760
27/4/12 307.49 308.37 -0.1  308.37 305.35 956944
26/4/12 307.74 305.46 0.9  309 305 1008626
25/4/12 304.86 302 1.4  305.61 301.5 1039174
24/4/12 300.64 299.12 0.6  303.32 298.75 1138940
23/4/12 298.8 296.45 0.3  299.12 295.17 1086740
20/4/12 298.03 302.45 -0.7  304.39 297.93 1887336
19/4/12 300 302.85 -1.2  308.09 299.53 1770284
18/4/12 303.73 304.03 -0.3  306.4 301.5 1435000
17/4/12 304.79 304.28 0.6  308.82 303.51 1672572
16/4/12 303.04 311.75 -3.0  311.9 300.89 3246606
13/4/12 312.3 323.79 -4.1  324.5 311.81 4781872
12/4/12 325.51 321.18 2.4  326.57 320.14 3443538
11/4/12 317.8 316.99 1.4  318 315.73 1264134
10/4/12 313.43 316.76 -0.6  317.23 312.28 1392648
9/4/12 315.42 314.24 -0.2  317.67 312.66 1623714
5/4/12 316.16 316.12 -0.4  318.22 314.3 1193882
4/4/12 317.58 319.23 -1.2  319.5 315.55 1000118
3/4/12 321.31 322.71 -0.7  323.96 319.34 1096968
2/4/12 323.46 320.39 0.9  323.75 317.45 1559606
30/3/12 320.62 325.88 -1.1  326.63 320.52 1383186
29/3/12 324.21 326.72 -1.1  328.3 322.26 1168144
28/3/12 327.88 326.02 1.4  329.28 325.54 1455414
27/3/12 323.51 323.52 -0.4  326.75 322.46 1107628
26/3/12 324.67 322.5 1.0  324.75 319.85 1162998
23/3/12 321.3 323.3 -0.5  324.25 320.5 1166358
22/3/12 322.92 319.25 0.9  324.39 318.11 1428582
21/3/12 319.99 317.31 1.0  323.7 316.28 1399168
20/3/12 316.75 315 -0.1  318 313.71 884716
19/3/12 316.99 311.56 1.4  318.64 310.67 1349640
16/3/12 312.52 310.45 0.6  312.95 310.03 2723036
15/3/12 310.57 308.3 0.8  311.69 307.42 1182734
14/3/12 308 307.5 -0.3  311.38 306.75 1697204
13/3/12 308.89 304.38 2.1  308.93 302.79 1340148
12/3/12 302.58 300 0.8  303.42 299.63 982372
9/3/12 300.13 303.91 -1.1  305.95 300 1604642
8/3/12 303.57 305.03 0.1  305.71 303.22 901226
7/3/12 303.4 304.63 0.3  305.5 302.96 725032
6/3/12 302.48 304.03 -1.5  304.41 296.94 2146156
5/3/12 307.13 310.22 -1.1  311.15 305.7 984912
2/3/12 310.63 311 -0.2  311.97 310.24 883348
1/3/12 311.2 311.13 0.7  312.83 309.15 1331056
29/2/12 309.13 309.3 -0.0  312.8 307.78 1971706
28/2/12 309.2 305 1.5  309.88 303.87 1610060
27/2/12 304.66 303.3 -0.1  306.18 302.55 955582
24/2/12 304.95 303.68 0.6  305.82 302.76 1086814
23/2/12 303.06 303.5 -0.3  303.9 300.18 1272236
22/2/12 303.97 305.82 -1.0  308.39 303.36 1095686
21/2/12 307 301.94 1.5  308.91 301.44 1330358
17/2/12 302.32 302.49 -0.3  303.81 301.2 1711596
16/2/12 303.26 301.41 0.2  304.41 298.87 1390046
15/2/12 302.78 306 -0.7  306.31 301.33 1318976
14/2/12 304.88 305.77 -0.4  306 302.4 1012436
13/2/12 306.1 305.25 1.0  306.89 305.02 993202
10/2/12 302.96 303.94 -0.9  304.05 302.06 1218416
9/2/12 305.73 306.01 0.3  307.25 304.5 1273096
8/2/12 304.93 304.32 0.5  305.65 302.41 1074896
7/2/12 303.39 303.58 -0.4  304.69 301.92 1220416
6/2/12 304.55 297.51 2.1  305.39 297.08 2121944
3/2/12 298.17 295.33 1.9  298.53 294.04 1536442
2/2/12 292.56 292.44 0.7  293.21 291.05 1359534
1/2/12 290.42 292.65 0.1  292.67 289.57 1188948
31/1/12 290.06 291.5 0.4  291.92 287.61 1340552
30/1/12 288.85 289.41 -0.4  289.96 286.8 1302662
27/1/12 289.97 285.39 2.1  290.15 284.72 1958860
26/1/12 284.05 285.99 -0.2  287.24 282.33 1505680
25/1/12 284.75 288.76 -2.0  289.25 283.19 2481978
24/1/12 290.52 292.79 -0.8  293.81 289 1761444
23/1/12 292.76 293 -0.1  294.3 291.59 2010226
20/1/12 293 295.45 -8.4  295.5 290.86 5758316
19/1/12 319.79 320.49 1.1  320.49 315.75 4206926
18/1/12 316.46 313.32 0.7  317 311.06 1595500
17/1/12 314.29 315.99 0.6  315.99 312.85 1187616
13/1/12 312.5 313.13 -0.7  313.48 310.54 1278426
12/1/12 314.82 315.61 0.6  316.41 313.25 989562
11/1/12 312.98 311.85 0.5  314.7 310.65 1276454
10/1/12 311.57 314.88 0.0  316.83 308.48 2149516
9/1/12 311.47 323.25 -4.2  323.43 310.62 2732464
6/1/12 325.01 329.58 -1.4  329.98 324.9 1425946
5/1/12 329.51 330.88 -1.4  331.99 328.12 1568334
4/1/12 334.14 332.63 0.4  335.13 330.38 1424526
3/1/12 332.71 326.19 3.0  334.05 326.19 1975420
30/12/11 322.95 321.26 0.5  323.38 321.06 888562
29/12/11 321.2 320.75 0.4  321.5 317.6 734678
28/12/11 319.85 321.38 -0.1  322.5 319.09 1183626
27/12/11 320.13 316.03 1.1  322.22 316 631620
23/12/11 316.57 316 0.5  317.33 315.3 741742
22/12/11 314.85 313.98 0.6  315.87 313.51 1197136
21/12/11 312.91 315.01 -0.8  315.91 309.5 1353588
20/12/11 315.48 314 1.5  315.92 314 1308320
19/12/11 310.92 314.01 -0.7  314.24 310 1331506
16/12/11 312.98 312.53 1.0  314.66 310.74 3024898
15/12/11 309.77 311.26 0.2  312 309.39 1320220
14/12/11 309.04 310.75 -1.2  312.16 306.35 1920882
13/12/11 312.82 314.38 0.0  318.22 311.54 2313530
12/12/11 312.7 310.94 -0.3  313.09 310.15 1221106
9/12/11 313.71 309 1.8  314.54 308.52 1437566
8/12/11 308.09 310.5 -1.2  313.73 307.65 1313390
7/12/11 311.7 310.84 -0.1  312.83 309.07 1223758
6/12/11 311.89 311.5 -0.3  314.26 310.12 1169348
5/12/11 312.83 313.34 0.9  315.86 311.2 1545788
2/12/11 310.18 308.68 1.1  312 308.15 2052700
1/12/11 306.89 300 2.4  308 299.5 2114112
30/11/11 299.7 298.98 2.8  299.7 296.14 2022414
29/11/11 291.47 293.94 -0.9  295.04 290.69 990776
28/11/11 294.1 290.3 4.8  294.37 288.5 1652230
25/11/11 280.69 282.6 -1.5  287.14 280.67 856224
23/11/11 285.06 287.78 -1.7  290.11 285.06 1359578
22/11/11 290 290 -0.2  292.4 287.62 1044634
21/11/11 290.47 293.88 -2.3  294.25 286.11 1464108
18/11/11 297.44 300.5 -1.0  302.25 296.89 1858872
17/11/11 300.44 305.03 -1.7  306.12 298.43 1666816
16/11/11 305.74 306.04 -0.8  309.13 305.31 1575548
15/11/11 308.28 306.4 0.6  309.02 305.25 1420318
14/11/11 308.03 304 1.3  309.04 304 903634
11/11/11 304.18 300.65 2.2  306.04 299.3 1827396
10/11/11 297.54 302.65 -1.0  302.93 295.78 1573144
9/11/11 300.48 302.13 -1.9  304.69 299.42 1915958
8/11/11 306.17 304.74 0.7  307.19 301.83 1569574
7/11/11 304.17 296.66 2.0  304.39 296.12 1908882
4/11/11 298.07 296.75 -0.2  299.86 296.22 1404818
3/11/11 298.75 293.5 2.2  298.75 291.89 1524878
2/11/11 292.41 292.45 1.1  293.98 290.24 1085424
1/11/11 289.33 289.87 -2.4  292.69 288.38 1614964
31/10/11 296.32 297.57 -1.2  299.75 295.84 1511308
28/10/11 300.07 297.26 0.2  301.05 297.25 1493844
27/10/11 299.36 299.21 2.1  301.26 296.65 2289784
26/10/11 293.16 294.98 0.5  295.09 286.48 1759570
25/10/11 291.58 296.5 -2.2  297.4 291.49 1446938
24/10/11 298.21 293.38 1.0  299.99 293.25 1996318
21/10/11 295.25 294.76 1.2  296.37 293.36 2280542
20/10/11 291.84 290.95 0.5  294.44 289.77 2240764
19/10/11 290.35 293.68 -1.7  296.03 289.64 1965712
18/10/11 295.26 290.1 1.4  296.28 288.73 2417928
17/10/11 291.21 291.86 -1.6  295.86 289.04 2418868
14/10/11 295.84 299.38 5.8  299.8 293.83 4603672
13/10/11 279.5 275.48 1.9  279.5 274.02 3341180
12/10/11 274.25 273.98 1.0  277.61 272.33 1686520
11/10/11 271.59 267 1.1  273.4 267 1601842
10/10/11 268.59 262.59 4.3  268.74 261.75 1433256
7/10/11 257.56 258.25 0.1  260.24 255.16 1718124
6/10/11 257.36 253.75 1.9  257.6 251.3 2025330
5/10/11 252.55 248.18 0.6  253.83 240.39 2196790
4/10/11 250.95 245.02 1.3  251.31 240.47 2604914
3/10/11 247.76 254.93 -3.7  256 247.5 2507742
30/9/11 257.19 260.11 -2.5  261.88 257.19 1705772
29/9/11 263.75 268.06 -0.1  268.62 259.76 1652528
28/9/11 264.15 270.75 -2.0  272 263.9 1628896
27/9/11 269.67 269.1 1.4  273.53 268.08 1790568
26/9/11 265.95 263.63 1.2  266.38 256.68 1644098
23/9/11 262.76 258.28 0.9  263.16 257.26 1498820
22/9/11 260.33 263.13 -3.5  264.34 257.09 2598058
21/9/11 269.67 273.76 -1.3  277.5 269.44 1290130
20/9/11 273.31 274.76 -0.0  279.26 271.34 1445658
19/9/11 273.34 270.18 -0.0  274.95 267.75 1357922
16/9/11 273.34 272.48 0.8  273.42 271.59 2744424
15/9/11 271.24 267.75 2.0  272.49 267.52 1555062
14/9/11 266.04 266.7 0.5  268.46 262.96 1464684
13/9/11 264.76 266 -0.1  266.94 261.7 1406612
12/9/11 265.06 258.98 1.0  265.49 258.75 1506630
9/9/11 262.43 265.7 -1.9  267.24 260.62 1938644
8/9/11 267.39 266.9 0.1  269.53 265.98 1196728
7/9/11 267.02 265 2.3  267.97 263.71 1552362
6/9/11 261.09 255.41 -0.5  261.38 255.25 1589894
2/9/11 262.42 262.5 -1.5  263.9 260.38 1450430
1/9/11 266.42 271.61 -1.5  271.81 265.62 1504818
31/8/11 270.48 272.57 0.0  273.11 268.02 1759116
30/8/11 270.35 269.09 0.3  271.5 265.41 1643048
29/8/11 269.54 267.28 2.3  269.73 266.98 1432112
26/8/11 263.43 259.51 1.3  265.19 256.57 2227730
25/8/11 260.02 265.19 -0.6  268.64 259.16 2105330
24/8/11 261.65 259.5 0.9  265 258.66 2194592
23/8/11 259.41 251.92 4.1  260.68 249.63 2551692
22/8/11 249.09 251.99 1.5  253.5 247.27 2807144
19/8/11 245.46 249.83 -2.7  257.37 245.43 3397844
18/8/11 252.22 262 -5.4  262.45 250.25 3320378
17/8/11 266.58 270.02 -1.1  271.85 265.45 2117464
16/8/11 269.5 276.22 -3.3  276.22 265.22 3712916
15/8/11 276.78 276.72 -1.8  282.45 273.03 3249342
12/8/11 281.89 284.75 0.3  285 280.25 1806024
11/8/11 280.45 276.91 2.2  281.88 274.27 1336262
10/8/11 274.51 280.76 -4.3  282 273.87 3187568
9/8/11 286.71 280.48 5.0  287.31 270.59 3983576
8/8/11 273.01 281.1 -5.7  284.5 272.29 4490942
5/8/11 289.52 291.27 0.3  294.89 281.11 3421898
4/8/11 288.76 297.5 -3.9  299.34 288.74 2593122
3/8/11 300.59 297.01 1.5  301.5 291.88 2009438
2/8/11 296.2 303 -2.4  304.79 295.79 1975770
1/8/11 303.39 305.61 0.5  307.75 299.6 2277126
29/7/11 301.85 302.06 -1.2  307.48 301.85 2327416
28/7/11 305.47 302.6 0.7  307.99 301.5 1534346
27/7/11 303.25 308.59 -2.6  310.44 302.38 2364308
26/7/11 311.61 309.03 0.7  313.7 308.65 782814
25/7/11 309.49 307 0.1  312.7 306.5 1660110
22/7/11 309.12 302.7 1.9  309.75 302.18 2114866
21/7/11 303.5 297.25 2.0  304.03 297.07 2300644
20/7/11 297.68 301.24 -1.2  301.25 297.68 1405218
19/7/11 301.28 297.78 1.3  302.27 297.77 1808494
18/7/11 297.47 296.07 -0.4  301.02 296 2714920
15/7/11 298.81 298.75 13.0  300.13 294.1 8289832
14/7/11 264.47 269.57 -1.7  271 263.39 3892362
13/7/11 269.13 268.5 0.8  272 268.26 1579800
12/7/11 267.01 264.38 1.3  269.71 263 1807136
11/7/11 263.64 264.07 -0.9  267.97 262.76 1763910
8/7/11 266 266.48 -2.7  268.57 263.68 3169458
7/7/11 273.3 270.48 2.1  275.34 267.94 2601836
6/7/11 267.68 266.75 0.5  269.26 266.52 1819442
5/7/11 266.22 262.66 2.2  267.7 262.66 2871216
1/7/11 260.54 253.37 2.9  260.59 253.19 2445656
30/6/11 253.19 251 1.8  253.31 250.77 1575242
29/6/11 248.79 247.98 0.8  250.13 246.19 1675604
28/6/11 246.83 242.5 2.2  248.06 242.25 1760820
27/6/11 241.4 237 1.7  244.2 236.99 2224908
24/6/11 237.44 240.34 -1.1  240.38 236.51 2905558
23/6/11 240.11 241.07 -1.4  241.43 236.88 3026496
22/6/11 243.5 245.73 -1.2  246.18 243.37 1677490
21/6/11 246.5 242.93 1.7  246.96 242.49 1820260
20/6/11 242.29 242.5 -0.1  243.12 239.64 2020594
17/6/11 242.5 253.33 -3.1  253.35 242.4 4374032
16/6/11 250.19 251.41 -0.5  253.23 248.38 1894012
15/6/11 251.41 252.52 -1.1  254.18 250.31 1561628
14/6/11 254.19 254.08 0.7  257 253.5 1696736
13/6/11 252.37 255 -0.9  255.03 251.09 1844260
10/6/11 254.71 257.5 -1.4  258.34 254.67 1809328
9/6/11 258.37 260 -0.5  260 257.83 1139782
8/6/11 259.59 258.27 0.0  260.62 257.9 1215480
7/6/11 259.5 261.35 -0.4  262.32 259.5 1405838
6/6/11 260.59 261.77 -0.4  263.39 259.65 1435660
3/6/11 261.54 261 -0.9  263.76 260.75 1241560
2/6/11 263.99 263.79 0.5  265.15 261.25 1748218
1/6/11 262.78 264.02 -0.7  266.59 262.68 2165172
31/5/11 264.51 262.5 1.6  264.53 261.76 2073640
27/5/11 260.45 259.24 0.5  260.88 258.15 1198710
26/5/11 259.07 258.84 -0.3  261.03 257.52 1674664
25/5/11 259.84 258.67 0.3  261.39 258.63 1044306
24/5/11 259.19 260.19 -0.0  261.97 259.08 1555436
23/5/11 259.2 258.4 -1.1  260 256.71 1743058
20/5/11 261.98 265.9 -1.4  265.98 261.62 2043594
19/5/11 265.63 266.49 0.3  268.27 264.86 1847510
18/5/11 264.91 264.77 -0.1  265.15 262.86 1661496
17/5/11 265.23 257.72 2.3  265.6 257.52 2459812
16/5/11 259.21 263.23 -2.1  263.6 258.25 2352124
13/5/11 264.78 267.31 -1.0  267.88 264.54 1617680
12/5/11 267.53 267.62 -0.1  268.47 265.47 1169914
11/5/11 267.73 270.07 -1.3  271.74 266.85 1748538
10/5/11 271.33 270 0.9  272.21 268.81 1393070
9/5/11 268.84 267.5 0.4  269.25 265.57 1489156
6/5/11 267.65 269.08 0.2  270.73 267.59 1514864
5/5/11 267.14 266.93 -0.2  269.7 265.83 1636426
4/5/11 267.79 267.59 0.3  269.5 266.54 1623844
3/5/11 266.95 268.57 -0.9  271.01 264.82 1763818
2/5/11 269.28 272.66 -1.0  272.73 268.56 1699306
29/4/11 272.05 270 1.1  272.05 269.26 3792424
28/4/11 269.13 269.03 0.1  269.54 267.04 1442706
27/4/11 268.88 269.06 0.9  269.06 267.18 1687390
26/4/11 266.41 263.26 1.5  268.71 262.61 2016156
25/4/11 262.53 262.75 -0.0  263.46 261.01 1094546
21/4/11 262.56 263.75 -0.1  264 261.2 1698504
20/4/11 262.87 262.87 0.8  263.39 260.72 2004618
19/4/11 260.77 264.98 -1.0  265.43 260.45 2145826
18/4/11 263.42 263.36 -0.7  263.78 259.55 3382928
15/4/11 265.35 272.84 -8.3  272.84 265.03 9926138
14/4/11 289.26 287.6 0.4  289.7 286.06 4157886
13/4/11 288.14 288.05 1.0  288.8 285.96 1571874
12/4/11 285.31 287.53 -1.2  288.28 284.05 1391716
11/4/11 288.69 288.12 -0.1  289.05 286.5 1316908
8/4/11 289.08 292.09 -0.3  292.37 289.05 1281986
7/4/11 290 287.87 1.0  290.28 287.16 1407382
6/4/11 287.09 286.09 0.9  287.58 284 1993106
5/4/11 284.55 290.54 -3.2  290.68 282.84 3553844
4/4/11 293.84 296.5 -0.7  297.28 291.56 1317192
1/4/11 295.9 294.51 1.0  297.6 294.5 1731600
31/3/11 293.11 291.5 0.8  294.08 290.87 1416990
30/3/11 290.92 292.45 0.0  292.75 290.39 870048
29/3/11 290.87 288 1.1  290.95 286.71 1109976
28/3/11 287.68 291.02 -0.8  292.5 287.36 1377906
25/3/11 289.87 293.4 -1.2  293.4 289.67 1926342
24/3/11 293.45 292.72 0.8  294.19 289.4 1348730
23/3/11 291.08 287.6 0.8  291.23 286 1395544
22/3/11 288.66 288.75 0.1  289.62 286.37 1234304
21/3/11 288.25 284.52 2.8  289.9 284.51 1905666
18/3/11 280.53 282.28 -0.1  283.99 279.93 2994892
17/3/11 280.68 282.24 0.8  284.5 280.27 1832272
16/3/11 278.55 284.5 -2.2  284.8 275.67 2366696
15/3/11 284.78 278.87 -0.1  285.5 277.75 2502202
14/3/11 285 286.4 -1.2  289.13 284.01 1702778
11/3/11 288.36 288.5 -0.6  290 286.67 1845326
10/3/11 290.15 292.75 -1.9  293.31 289.74 1843418
9/3/11 295.89 295.5 -0.1  297.17 292.91 1408272
8/3/11 296.06 296.43 0.1  298.99 295.27 1383974
